Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Luis Cotera Rojas,M,SBD,Raw,33.5,24-34,24-39,Open,91.6,93,210.0,230.0,-240.0,,230.0,130.0,135.0,-140.0,,135.0,220.0,240.0,-255.0,,240.0,605.0,9,387.78,382.85,366.64,79.74,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Felipe Caceres Rodriguez,M,SBD,Raw,28.5,24-34,24-39,Open,91.4,93,195.0,205.0,215.0,,215.0,100.0,112.5,120.0,,120.0,230.0,-245.0,-245.0,,230.0,565.0,10,362.53,357.92,342.8,74.54,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Juan Contreras Alarcon,M,SBD,Raw,32.5,24-34,24-39,Open,88.2,93,200.0,215.0,225.0,,225.0,110.0,-120.0,-127.5,,110.0,200.0,-215.0,-215.0,,200.0,535.0,11,349.52,345.14,331.08,71.84,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristopher Garrido Ibanez,M,SBD,Raw,27.5,24-34,24-39,Open,89.0,93,-115.0,-115.0,122.5,,122.5,70.0,77.5,85.0,,85.0,180.0,192.5,205.0,,205.0,412.5,12,268.24,264.86,253.96,55.14,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Sebastian Flores Jadue,M,SBD,Raw,25.5,24-34,24-39,Open,105.0,105,275.0,-290.0,-290.0,,275.0,155.0,162.5,170.0,,170.0,280.0,-300.0,-300.0,,280.0,725.0,1,437.24,433.23,413.69,89.51,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Sebastian Navarro Erices,M,SBD,Raw,26.5,24-34,24-39,Open,104.1,105,235.0,255.0,262.5,,262.5,130.0,-135.0,135.0,,135.0,255.0,275.0,-285.0,,275.0,672.5,2,407.0,403.08,384.89,83.36,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Luciano Bustos Pizarro,M,SBD,Raw,23.5,24-34,24-39,Open,103.6,105,217.5,-230.0,-235.0,,217.5,152.5,-160.0,-162.5,,152.5,260.0,280.0,300.0,,300.0,670.0,3,406.29,402.29,384.12,83.24,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Bastian Cerda Navarro,M,SBD,Raw,25.5,24-34,24-39,Open,105.0,105,230.0,245.0,-255.0,,245.0,-145.0,145.0,152.5,,152.5,230.0,250.0,270.0,,270.0,667.5,4,402.57,398.87,380.88,82.41,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Edgardo Mendoza Sagardia,M,SBD,Raw,36.5,35-39,24-39,Open,99.2,105,230.0,-245.0,245.0,,245.0,140.0,150.0,155.0,,155.0,250.0,260.0,-267.5,,260.0,660.0,5,407.66,402.97,384.94,83.7,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Sebastian Cartagena Krizanic,M,SBD,Raw,32.5,24-34,24-39,Open,99.7,105,200.0,210.0,220.0,,220.0,122.5,127.5,-130.0,,127.5,220.0,240.0,260.0,,260.0,607.5,6,374.41,370.16,353.57,76.85,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Rodrigo Melendez Paredes,M,SBD,Raw,33.5,24-34,24-39,Open,103.7,105,210.0,225.0,235.0,,235.0,140.0,145.0,147.5,,147.5,207.5,225.0,-232.5,,225.0,607.5,7,368.24,364.63,348.17,75.44,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Bastian Ferreria Oliva,M,SBD,Raw,30.5,24-34,24-39,Open,102.9,105,-215.0,220.0,-230.0,,220.0,125.0,-132.5,140.0,,140.0,220.0,235.0,-245.0,,235.0,595.0,8,361.82,358.15,341.98,74.16,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Byron Albarran Nazar,M,SBD,Raw,24.5,24-34,24-39,Open,101.6,105,200.0,215.0,-225.0,,215.0,110.0,117.5,125.0,,125.0,200.0,220.0,240.0,,240.0,580.0,9,354.58,350.79,334.98,72.72,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Lorenzo Gatica Nunez,M,SBD,Raw,35.5,35-39,24-39,Open,100.4,105,200.0,210.0,217.5,,217.5,110.0,120.0,-122.5,,120.0,220.0,230.0,-240.0,,230.0,567.5,10,348.7,344.83,329.33,71.56,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Gerard Aliaga Cuevas,M,SBD,Raw,25.5,24-34,24-39,Open,103.9,105,-185.0,185.0,195.0,,195.0,-130.0,130.0,135.0,,135.0,195.0,210.0,220.0,,220.0,550.0,11,333.12,329.89,315.0,68.24,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Ruben Yanez Contreras,M,SBD,Raw,26.5,24-34,24-39,Open,103.5,105,185.0,-195.0,195.0,,195.0,115.0,120.0,125.0,,125.0,195.0,205.0,-220.0,,205.0,525.0,12,318.49,315.34,301.1,65.26,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Marcelo Gonzalez Fuentes,M,SBD,Raw,26.5,24-34,24-39,Open,116.1,120,220.0,240.0,-250.0,,240.0,150.0,-157.5,157.5,,157.5,280.0,-300.0,302.5,,302.5,700.0,1,406.56,405.72,388.49,82.56,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Fabian Lopez Sanchez,M,SBD,Raw,27.0,24-34,24-39,Open,116.2,120,-210.0,210.0,-220.0,,210.0,160.0,170.0,-175.0,,170.0,240.0,250.0,-255.0,,250.0,630.0,2,365.8,365.07,349.57,74.28,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Juan Pino Valdes,M,SBD,Raw,29.5,24-34,24-39,Open,114.9,120,-210.0,225.0,-230.0,,225.0,112.5,120.0,125.0,,125.0,225.0,237.5,245.0,,245.0,595.0,3,346.84,345.81,331.0,70.5,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Alfredo Portillo Urdaneta,M,SBD,Raw,31.5,24-34,24-39,Open,118.5,120,170.0,185.0,195.0,,195.0,145.0,150.0,-152.5,,150.0,200.0,220.0,-245.0,,220.0,565.0,4,325.86,325.8,312.15,66.04,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Manuel Cabrera Zamudio,M,SBD,Raw,37.5,35-39,24-39,Open,118.3,120,160.0,-175.0,-185.0,,160.0,87.5,95.0,-100.0,,95.0,170.0,185.0,200.0,,200.0,455.0,5,262.57,262.48,251.47,53.22,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Esteban Zagal Zara,M,SBD,Raw,26.5,24-34,24-39,Open,142.7,120+,240.0,260.0,-280.0,,260.0,145.0,155.0,157.5,,157.5,250.0,270.0,290.0,,290.0,707.5,1,385.67,394.24,374.18,76.55,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Eduardo Salinas Salinas,M,SBD,Raw,33.0,24-34,24-39,Open,158.4,120+,237.5,245.0,250.0,,250.0,150.0,155.0,160.0,,160.0,262.5,272.5,-280.0,,272.5,682.5,2,361.76,374.7,352.06,70.99,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Ramos Valenzuela,M,SBD,Raw,26.5,24-34,24-39,Open,120.2,120+,-220.0,220.0,-232.5,,220.0,140.0,-147.5,-147.5,,140.0,250.0,-265.0,-265.0,,250.0,610.0,3,350.13,350.57,335.94,70.86,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Vicente Mora León,M,SBD,Raw,25.5,24-34,24-39,Open,191.9,120+,245.0,260.0,265.0,,265.0,127.5,-135.0,135.0,,135.0,-245.0,-245.0,-245.0,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Sebastian Manzano Zuniga,M,SBD,Raw,16.5,16-17,14-18,Subjunior,56.9,59,135.0,145.0,155.0,,155.0,-77.5,77.5,87.5,,87.5,195.0,210.0,-220.0,,210.0,452.5,1,399.41,405.61,397.3,76.35,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Tomas Vilches Guerrero,M,SBD,Raw,17.5,18-19,14-18,Subjunior,64.4,66,180.0,190.0,-200.0,,190.0,110.0,-120.0,120.0,,120.0,215.0,-225.0,-235.0,,215.0,525.0,1,419.0,420.75,409.33,82.91,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristobal Muñoz Droguett,M,SBD,Raw,17.5,18-19,14-18,Subjunior,64.5,66,175.0,-180.0,-180.0,,175.0,-112.5,117.5,-122.5,,117.5,-202.5,202.5,210.0,,210.0,502.5,2,400.57,402.19,391.25,79.29,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamin Salinas Tapia,M,SBD,Raw,17.5,18-19,14-18,Subjunior,65.3,66,150.0,-160.0,-167.5,,150.0,92.5,97.5,-102.5,,97.5,210.0,225.0,-235.0,,225.0,472.5,3,373.17,374.29,363.89,74.07,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Felipe Gonzalez Cordoba,M,SBD,Raw,15.5,16-17,14-18,Subjunior,64.1,66,140.0,152.5,-160.0,,152.5,97.5,-105.0,110.0,,110.0,160.0,175.0,190.0,,190.0,452.5,4,362.43,364.08,354.29,71.64,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Thomas Catalan Bravo,M,SBD,Raw,16.5,16-17,14-18,Subjunior,63.9,66,160.0,-170.0,-170.0,,160.0,80.0,87.5,-90.0,,87.5,170.0,180.0,-185.0,,180.0,427.5,5,343.23,344.88,335.66,67.79,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamin Contreras Quezada,M,SBD,Raw,17.0,16-17,14-18,Subjunior,62.3,66,122.5,135.0,145.0,,145.0,-80.0,85.0,-92.5,,85.0,150.0,162.5,172.5,,172.5,402.5,6,329.6,331.92,323.46,64.69,Yes,Chile,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Martin Rios Oses,M,SBD,Raw,17.5,18-19,14-18,Subjunior,61.1,66,-115.0,-115.0,115.0,,115.0,75.0,82.5,90.0,,90.0,160.0,172.5,180.0,,180.0,385.0,7,320.19,323.01,315.1,62.53,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Matias Caceres Duran,M,SBD,Raw,17.5,18-19,14-18,Subjunior,72.6,74,175.0,185.0,192.5,,192.5,97.5,102.5,107.5,,107.5,185.0,200.0,215.0,,215.0,515.0,1,377.39,375.57,363.39,76.36,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Matias Vega Diaz,M,SBD,Raw,16.5,16-17,14-18,Subjunior,73.1,74,145.0,-165.0,-170.0,,145.0,75.0,85.0,-90.0,,85.0,220.0,-240.0,-250.0,,220.0,450.0,2,328.26,326.54,315.86,66.49,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Rodrigo Jorquera Gomez,M,SBD,Raw,15.5,16-17,14-18,Subjunior,70.0,74,120.0,130.0,-132.5,,130.0,-72.5,72.5,77.5,,77.5,130.0,-140.0,-140.0,,130.0,337.5,3,253.52,252.92,245.11,51.01,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Victor Leyton Ogalde,M,SBD,Raw,17.5,18-19,14-18,Subjunior,73.2,74,-170.0,-177.5,-177.5,,,110.0,-115.0,-115.0,,110.0,170.0,180.0,192.5,,192.5,,DQ,,,,,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Brayan Almonacid Lara,M,SBD,Raw,17.5,18-19,14-18,Subjunior,82.8,83,210.0,225.0,-237.5,,225.0,140.0,150.0,-160.0,,150.0,245.0,260.0,-270.0,,260.0,635.0,1,429.26,424.47,408.36,88.01,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Agustin Aguilera Sanhueza,M,SBD,Raw,15.5,16-17,14-18,Subjunior,80.7,83,205.0,215.0,225.0,,225.0,122.5,130.0,135.0,,135.0,210.0,230.0,240.0,,240.0,600.0,2,411.62,407.39,392.38,84.25,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Antonio Herrera Navarro,M,SBD,Raw,16.5,16-17,14-18,Subjunior,82.5,83,210.0,217.5,,,217.5,100.0,-107.5,-107.5,,100.0,245.0,255.0,265.0,,265.0,582.5,3,394.58,390.22,375.47,80.88,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Tomas Gajardo Tejo,M,SBD,Raw,16.5,16-17,14-18,Subjunior,80.6,83,185.0,-202.5,-210.0,,185.0,115.0,125.0,132.5,,132.5,195.0,215.0,230.0,,230.0,547.5,4,375.88,372.03,358.34,76.92,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Basualto Orellana,M,SBD,Raw,15.5,16-17,14-18,Subjunior,81.9,83,175.0,185.0,195.0,,195.0,-110.0,-110.0,110.0,,110.0,210.0,220.0,225.0,,225.0,530.0,5,360.51,356.62,343.25,73.86,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Matias Valenzuela Riveros,M,SBD,Raw,17.5,18-19,14-18,Subjunior,79.6,83,165.0,177.5,-182.5,,177.5,105.0,110.0,112.5,,112.5,185.0,200.0,210.0,,210.0,500.0,6,345.8,342.43,330.02,70.7,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jaime Abello Maulen,M,SBD,Raw,17.5,18-19,14-18,Subjunior,80.3,83,160.0,175.0,185.0,,185.0,90.0,100.0,-110.0,,100.0,200.0,215.0,-220.0,,215.0,500.0,7,344.02,340.55,328.07,70.38,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Matias Aranguiz Araneda,M,SBD,Raw,17.5,18-19,14-18,Subjunior,82.1,83,160.0,167.5,172.5,,172.5,105.0,112.5,-120.0,,112.5,-165.0,165.0,-172.5,,165.0,450.0,8,305.67,302.34,290.98,62.64,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Patricio Morales Torres,M,SBD,Raw,17.5,18-19,14-18,Subjunior,79.7,83,155.0,-167.5,-167.5,,155.0,87.5,95.0,-100.0,,95.0,170.0,180.0,190.0,,190.0,440.0,9,304.07,301.1,290.17,62.18,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Jara Lopez,M,SBD,Raw,17.5,18-19,14-18,Subjunior,81.7,83,-145.0,145.0,160.0,,160.0,90.0,95.0,100.0,,100.0,150.0,165.0,170.0,,170.0,430.0,10,292.9,289.76,278.93,60.0,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Alejandro Conley Gonzalez,M,SBD,Raw,14.5,13-15,14-18,Subjunior,75.7,83,115.0,125.0,-140.0,,125.0,75.0,85.0,90.0,,90.0,135.0,150.0,165.0,,165.0,380.0,11,271.02,269.04,259.85,55.14,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Simon Olea Tores,M,SBD,Raw,17.5,18-19,14-18,Subjunior,85.5,93,220.0,235.0,250.0,,250.0,150.0,160.0,165.0,,165.0,250.0,270.0,285.0,,285.0,700.0,1,464.9,459.31,441.23,95.46,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Corro Urtubia,M,SBD,Raw,16.5,16-17,14-18,Subjunior,89.4,93,200.0,215.0,217.5,,217.5,127.5,132.5,-142.5,,132.5,230.0,242.5,-260.0,,242.5,592.5,2,384.41,379.55,363.86,79.03,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Crescente Olivares Guerra,M,SBD,Raw,16.5,16-17,14-18,Subjunior,90.9,93,190.0,197.5,-205.0,,197.5,127.5,132.5,140.0,,140.0,220.0,240.0,-257.5,,240.0,577.5,3,371.56,366.83,351.42,76.4,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Nicolas Guerra Godoy,M,SBD,Raw,16.5,16-17,14-18,Subjunior,91.3,93,170.0,182.5,-190.0,,182.5,-100.0,100.0,110.0,,110.0,207.5,220.0,-230.0,,220.0,512.5,4,329.02,324.83,311.13,67.65,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Samuel Barra Del Rio,M,SBD,Raw,16.5,16-17,14-18,Subjunior,89.89,93,165.0,175.0,-182.5,,175.0,90.0,95.0,100.0,,100.0,190.0,205.0,-220.0,,205.0,480.0,5,310.56,306.62,293.88,63.85,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Sebastian Sepulveda Cordova,M,SBD,Raw,17.5,18-19,14-18,Subjunior,89.5,93,140.0,152.5,162.5,,162.5,95.0,102.5,-105.0,,102.5,172.5,192.5,-212.5,,192.5,457.5,6,296.65,292.9,280.78,60.99,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Vicente Contreras Arancibia,M,SBD,Raw,16.5,16-17,14-18,Subjunior,91.9,93,-155.0,-157.5,157.5,,157.5,-97.5,97.5,102.5,,102.5,175.0,187.5,-190.0,,187.5,447.5,7,286.37,282.73,270.73,58.88,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Marcel Vinet Godoy,M,SBD,Raw,16.5,16-17,14-18,Subjunior,105.1,120,160.0,-170.0,-170.0,,160.0,102.5,107.5,-110.0,,107.5,190.0,200.0,-210.0,,200.0,467.5,1,281.84,279.26,266.67,57.69,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Francisco Martinez Soto,M,SBD,Raw,16.5,16-17,14-18,Subjunior,138.0,120+,155.0,170.0,-180.0,,170.0,75.0,87.5,92.5,,92.5,160.0,170.0,180.0,,180.0,442.5,1,243.49,247.81,235.79,48.51,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jesus Quero Ferrer,M,B,Raw,20.5,20-23,19-23,Junior,90.2,93,,,,,,137.5,145.0,150.0,,150.0,,,,,,150.0,1,96.88,95.65,91.66,72.25,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Angel Cornejo Acevedo,M,B,Raw,22.5,20-23,19-23,Junior,101.5,105,,,,,,130.0,137.5,142.5,,142.5,,,,,,142.5,1,87.15,86.22,82.33,64.82,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Iván Reyes Reyes,M,B,Raw,54.0,50-54,50-59,Master 2,90.4,93,,,,,,110.0,120.0,130.0,,130.0,,,,,,130.0,1,83.87,82.81,79.35,62.55,Yes,Venezuela,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristóbal Mena Aballay,M,B,Raw,39.0,35-39,24-39,Open,65.3,66,,,,,,120.0,125.0,-135.0,,125.0,,,,,,125.0,1,98.72,99.02,96.27,71.32,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Markos Salgado Verdejo,M,B,Raw,27.0,24-34,24-39,Open,72.1,74,,,,,,152.5,160.0,165.0,,165.0,,,,,,165.0,1,121.47,120.94,117.05,89.22,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristopher Toledo Soto,M,B,Raw,23.5,24-34,24-39,Open,91.1,93,,,,,,155.0,165.0,-172.5,,165.0,,,,,,165.0,1,106.04,104.69,100.29,79.08,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamin Gutierrez Torres,M,B,Raw,25.5,24-34,24-39,Open,91.5,93,,,,,,137.5,147.5,-155.0,,147.5,,,,,,147.5,2,94.59,93.39,89.44,70.54,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Luis Cotera Rojas,M,B,Raw,33.5,24-34,24-39,Open,91.6,93,,,,,,130.0,135.0,-140.0,,135.0,,,,,,135.0,3,86.53,85.43,81.81,64.53,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jesus Narvaez Arriagada,M,B,Raw,23.5,24-34,24-39,Open,118.5,120,,,,,,180.0,190.0,200.0,,200.0,,,,,,200.0,1,115.35,115.33,110.49,84.83,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Fabian Lopez Sanchez,M,B,Raw,27.0,24-34,24-39,Open,116.2,120,,,,,,160.0,170.0,-175.0,,170.0,,,,,,170.0,2,98.71,98.51,94.33,72.73,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Ramos Valenzuela,M,B,Raw,26.5,24-34,24-39,Open,120.2,120+,,,,,,140.0,-147.5,-147.5,,140.0,,,,,,140.0,1,80.36,80.46,77.1,59.02,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Brayan Almonacid Lara,M,B,Raw,17.5,18-19,14-18,Subjunior,82.8,83,,,,,,140.0,150.0,-160.0,,150.0,,,,,,150.0,1,101.4,100.27,96.46,75.44,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Miguel Matías Guzman Droguett,M,SBD,Raw,23.0,20-23,19-23,Junior,81.7,83,,,,,215.0,,,,,158.0,,,,,256.0,629.0,1,428.45,423.86,408.02,87.77,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Bernardo Ibañez Pawahton,M,SBD,Raw,22.0,20-23,19-23,Junior,88.2,93,,,,,220.0,,,,,155.0,,,,,281.0,656.0,1,428.57,423.2,405.96,88.09,Yes,Chile,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Nelly Dulcien,F,SBD,Raw,19.0,18-19,19-23,Junior,61.6,63,,,,,127.5,,,,,57.5,,,,,155.0,340.0,1,370.76,371.45,328.09,75.49,Yes,Chile,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Agustín Rodo,M,SBD,Raw,18.0,18-19,14-18,Subjunior,71.3,74,,,,,185.0,,,,,125.0,,,,,230.0,540.0,1,400.54,399.08,386.45,80.83,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Sebastián Fuenzalida,M,SBD,Raw,20.0,20-23,19-23,Junior,91.4,93,,,,,220.0,,,,,142.5,,,,,250.0,612.5,2,393.01,388.01,371.62,80.81,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Paulina Contreras Cuevas,F,SBD,Raw,29.0,24-34,24-39,Open,67.6,72,,,,,122.5,,,,,67.5,,,,,150.0,340.0,1,350.71,346.64,305.78,71.26,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Gunther Felipe Ávila Marín,M,SBD,Raw,35.0,35-39,24-39,Open,117.5,120,,,,,251.0,,,,,175.0,,,,,270.0,696.0,1,402.57,402.18,385.24,81.66,Yes,Chile,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Felipe Romero Diaz,M,SBD,Raw,32.0,24-34,24-39,Open,91.1,93,,,,,220.0,,,,,137.5,,,,,240.0,597.5,1,384.01,379.12,363.16,78.96,Yes,Chile,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Milenka Torres Ramos,F,SBD,Raw,22.0,20-23,19-23,Junior,62.1,63,,,,,120.0,,,,,55.0,,,,,145.0,320.0,2,347.21,347.45,306.85,70.67,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Jeniffer Fre,F,SBD,Raw,37.0,35-39,24-39,Open,71.4,72,,,,,120.0,,,,,77.5,,,,,140.0,337.5,2,337.56,331.26,291.86,68.64,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Alejandro Andrés Cruz Cruz,M,SBD,Raw,28.0,24-34,24-39,Open,63.8,66,,,,,152.5,,,,,102.5,,,,,205.0,460.0,1,369.77,371.6,361.69,73.01,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Manuel Farias,M,SBD,Raw,34.0,24-34,24-39,Open,81.1,83,,,,,180.0,,,,,130.0,,,,,220.0,530.0,1,362.56,358.76,345.47,74.23,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
David Sanchez Cabezas,M,SBD,Raw,18.0,18-19,14-18,Subjunior,72.1,74,,,,,165.0,,,,,126.0,,,,,200.0,491.0,2,361.46,359.88,348.32,73.07,Yes,Chile,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Jordan Flores #1,M,SBD,Raw,25.0,24-34,24-39,Open,64.8,66,,,,,160.0,,,,,72.5,,,,,220.0,452.5,2,359.45,360.76,350.86,71.23,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Cecilia Gutiérrez #1,F,SBD,Raw,25.0,24-34,24-39,Open,45.9,47,,,,,97.5,,,,,45.0,,,,,115.0,257.5,1,343.47,352.21,314.58,73.1,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Sicely Valetto,F,SBD,Raw,22.0,20-23,19-23,Junior,68.8,72,,,,,122.5,,,,,52.5,,,,,132.5,307.5,1,314.01,309.62,273.03,63.81,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Dayani Michelle Garcés Pérez,F,SBD,Raw,29.0,24-34,24-39,Open,54.7,57,,,,,105.0,,,,,55.0,,,,,115.0,275.0,1,323.79,329.58,291.68,66.59,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
Nicolás Figueroa,M,SBD,Raw,18.0,18-19,14-18,Subjunior,104.7,105,,,,,230.0,,,,,120.0,,,,,240.0,590.0,1,356.24,352.91,336.99,72.94,Yes,,,FECHIPO,IPF,2019-11-01,Chile,,Santiago,Campeonato SBC,Yes
